Company name;Sector;Country headquarters;Country of alleged abuses;Day;Month;Year;Summary;Issue;Responded;Link to company response;Link to company page
Grupo México;Construction | Mining | Engineering | Railroad;Mexico;Mexico;17;Aug;2015;México: Comités locales demandan a Buenavista del Cobre por derrame en el río Sonora – empresa dueña de la mina, Grupo México, responde y declara sus acciones de remediación;Environment: General | Health: General (including workplace health & safety) | Access to information | Access to water | Impact assessment;Yes;https://www.business-humanrights.org/es/respuesta-de-grupo-méxico;https://www.business-humanrights.org/en/grupo-méxico
Grupo México;Construction | Mining | Engineering | Railroad;Mexico;Mexico;25;Jun;2015;Grupo México lawsuit (re toxic spill in Mexico);Environment: General | Health: General (including workplace health & safety) | Access to water;No;https://www.business-humanrights.org/es/méxico-86-afectados-presentan-segunda-demanda-colectiva-contra-grupo-méxico-por-contaminación-del-río-sonora;https://www.business-humanrights.org/en/grupo-méxico
Grupo México;Construction | Mining | Engineering | Railroad;Mexico;Mexico;22;Jun;2015;Grupo México lawsuit (re toxic spill in Mexico);Poverty/Development/Economic & social rights: General | Environment: General | Health: General (including workplace health & safety) | Access to water;Yes;https://www.business-humanrights.org/es/méxico-al-menos-500-personas-enfermas-tras-el-derrame-tóxico-de-la-mina-buena-vista-del-cobre-de-grupo-méxico-según-académicos;https://www.business-humanrights.org/en/grupo-méxico
Grupo México;Construction | Mining | Engineering | Railroad;Mexico;Mexico;01;Jun;2015;Grupo México lawsuit (re toxic spill in Mexico);Environment: General | Health: General (including workplace health & safety) | Labour: General;Yes;https://www.business-humanrights.org/es/méxico-extrabajadores-de-grupo-méxico-reclaman-por-graves-impactos-en-la-salud-causados-por-minera-buena-vista-del-cobre‏;https://www.business-humanrights.org/en/grupo-méxico
Grupo México;Construction | Mining | Engineering | Railroad;Mexico;Mexico;16;Feb;2014;México: Cinco mineros muertos en mina San Luis de Potosí del Grupo México – sindicatos piden investigaciones y mejoras en seguridad industrial;Deaths | Health: General (including workplace health & safety) | Labour: General;No;https://www.business-humanrights.org/en/grupo-méxico-did-not-respond-to-union-allege-firms-failures-to-ensure-led-to-accident-resulting-in-five-deaths;https://www.business-humanrights.org/en/grupo-méxico
Grupo Pellas;Mining;Nicaragua;Nicaragua;16;Feb;2016;"Nicaragua: Fundación La Isla denuncia a Grupo Pellas por trabajo infantil en ingenio azucarero ligado a enfermedad renal mortal; empresa asegura que las acusaciones son incongruentes";Denial of freedom of association (see Labour: General) | Health: General (including workplace health & safety) | Illness | Labour: General | Child labour;Yes;https://www.business-humanrights.org/es/respuesta-de-grupo-pellas-a-la-réplica-de-la-isla-foundation;https://www.business-humanrights.org/en/grupo-pellas
Grupo Pellas;Mining;Nicaragua;Nicaragua;25;Jan;2016;"Nicaragua: Fundación La Isla denuncia a Grupo Pellas por trabajo infantil en ingenio azucarero ligado a enfermedad renal mortal; empresa asegura que las acusaciones son incongruentes";Health: General (including workplace health & safety) | Illness | Child labour;Yes;https://www.business-humanrights.org/es/respuesta-de-nsel-parte-de-grupo-pellas;https://www.business-humanrights.org/en/grupo-pellas
Grupo Pellas;Mining;Nicaragua;Nicaragua;18;Jan;2013;Nicaragua: Video report on thousands of workers’ deaths allegedly caused by pesticides & excessive exposure to heat at sugar mill owned by Grupo Pellas;Arbitrary detention | Beatings & violence | Displacement | Injuries | Intimidation & threats | Killings | Sexual harassment | Environment: General | Indigenous peoples | Access to information | Impact assessment | Free, prior & informed consent | Land rights;Yes;https://www.business-humanrights.org/en/response-by-grupo-pellasnsel-video-report-on-thousands-of-workers’-deaths-allegedly-caused-by-pesticides-excessive-exposure-to-heat-at-sugar-mill-owned-by-grupo-pellas;https://www.business-humanrights.org/en/grupo-pellas
Grupo Pellas;Mining;Nicaragua;Guatemala;06;Jun;2012;Guatemala: Alegaciones de desalojo por parte de plantaciones del Grupo Pellas – urgen que se respeten medidas cautelares acordadas con la CIDH;Arbitrary detention | Beatings & violence | Death threats | Displacement | Injuries | Killings | Poverty/Development/Economic & social rights: General | Environment: General;Yes;https://www.business-humanrights.org/es/respuesta-de-grupo-pellas-a-reportes-de-alegaciones-de-comunidades-de-guatemala;https://www.business-humanrights.org/en/grupo-pellas
Grupo Peñoles ;Department stores | Finance & banking | Insurance | Mining;Mexico;Mexico;23;May;2016;México: Acusan a Peñoles y Penmont, parte de Grupo BAL, de “fabricar delitos” contra 11 campesinos que se oponen a minería;Arbitrary detention | Land rights;No;https://www.business-humanrights.org/es/grupo-bal-no-respondió;https://www.business-humanrights.org/en/grupo-peñoles
Grupo Sadasi;Construction | Property development;Mexico;;27;Aug;2016;México: Denuncian impactos negativos al acceso de agua en el Estado de México por proyectos inmobiliarios y refresqueras;;Yes;https://www.business-humanrights.org/es/respuesta-de-grupo-sadasi;https://www.business-humanrights.org/en/grupo-sadasi
Grupo Sanjose;Agriculture & livestock | Clothing & textile | Diversified/Conglomerates | Construction | Health care | Engineering | Property development | Property management | Energy;Spain;Paraguay;17;Apr;2013;Paraguay: Survival Intl. says Carlos Casado (part of Grupo San José) is destroying indigenous group's lands & calls on investors to take action;;Yes;https://www.business-humanrights.org/en/response-by-grupo-sanjose-survival-intl-says-construction-firm-carlos-casado-part-of-grupo-san-josé-is-threatening-survival-of-indigenous-group-calls-on-investors-to-take-action;https://www.business-humanrights.org/en/grupo-sanjose
Grupo Tomza;Transport: General;Guatemala;Guatemala;22;Jun;2011;Resumen de abusos de derechos humanos por parte de empresa mexicana Grupo Tomza en Honduras y Guatemala;Labour: General;No;https://www.business-humanrights.org/en/grupo-tomza-did-not-respond-to-unions-allege-grupo-tomza-fired-12-employees-for-exercising-their-freedom-of-association;https://www.business-humanrights.org/en/grupo-tomza
Grupo Tradeco;Construction | Road-building | Oil, gas & coal | Energy;Mexico;Mexico;14;Dec;2015;México: Carretera de Grupo Tradeco tendría impactos negativos al acceso al agua y medio ambiente y es “inviable”, según académicos ;Intimidation & threats | Environment: General | Access to water;No;https://www.business-humanrights.org/es/grupo-tradeco-no-respondió;https://www.business-humanrights.org/en/grupo-tradeco
Grupo Vicini;Agriculture & livestock;Dominican Republic;Dominican Republic;13;Aug;2015;Dominican Rep.: Haitians in sugar plantations exporting to the US “live under working conditions similar to slavery”, says Al Jazeera ;"Racial/ethnic/caste/origin discrimination | Health: General (including workplace health & safety) | Illness | Trade | Labour: General | Child labour | Living wage | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/en/grupo-vicini-comments;https://www.business-humanrights.org/en/grupo-vicini
Grupo Vicini;Agriculture & livestock;Dominican Republic;Dominican Republic;13;Aug;2015;Dominican Rep.: Haitians in sugar plantations exporting to the US “live under working conditions similar to slavery”, says Al Jazeera ;"Racial/ethnic/caste/origin discrimination | Health: General (including workplace health & safety) | Illness | Trade | Labour: General | Child labour | Living wage | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/es/comentarios-de-grupo-vicini;https://www.business-humanrights.org/en/grupo-vicini
Grupo Vicini;Agriculture & livestock;Dominican Republic;Dominican Republic;12;Nov;2013;República Dominicana: Vídeos sobre condiciones laborales de trabajadores haitianos en plantaciones de caña del Grupo Vicini y otras empresas;Denial of freedom of movement | Discrimination/diversity: General | Migrant & immigrant workers | Labour: General | Child labour;Yes;https://www.business-humanrights.org/es/respuesta-del-grupo-vicini;https://www.business-humanrights.org/en/grupo-vicini
Grupo Vicini;Agriculture & livestock;Dominican Republic;Dominican Republic;09;Oct;2012;República Dominicana: Alertan sobre represalias contra trabajadores en plantaciones de caña de azúcar del Grupo Vicini tras inspecciones del Departamento de Trabajo de EE.UU.;Beatings & violence | Denial of freedom of movement | Intimidation & threats | Discrimination/diversity: General | Migrant & immigrant workers | Labour: General | Child labour;Yes;https://www.business-humanrights.org/en/response-by-grupo-vicini-us-labour-inspectors-warn-of-repressive-working-conditions-on-grupo-vicini-sugar-cane-plantations;https://www.business-humanrights.org/en/grupo-vicini
Grupo Vicini;Agriculture & livestock;Dominican Republic;Dominican Republic;13;Jan;2012;Vicini Group lost intl. arbitration complaint against Dominican Watchdog allegedly aimed at preventing the spread of information on labour abuses at firm's sugar plantations in Dom. Rep.;Migrant & immigrant workers;Yes;https://www.business-humanrights.org/en/grupo-vicinis-response;https://www.business-humanrights.org/en/grupo-vicini
Grupo Vicini;Agriculture & livestock;Dominican Republic;Dominican Republic;21;Sep;2009;Vicini-Hartley;Beatings & violence | Deaths | Denial of freedom of movement | Intimidation & threats | Discrimination/diversity: General | Migrant & immigrant workers | Labour: General | Child labour;Yes;https://www.business-humanrights.org/en/response-by-grupo-vicini-report-raises-concerns-about-treatment-of-haitian-sugar-cane-workers-at-grupo-vicinis-plantations-including-atmosphere-of-racism-ongoing-child-labour;https://www.business-humanrights.org/en/grupo-vicini
Grupo Vidanta;Construction | Golf courses | Hotel | Tourism;Mexico;Mexico;21;Jun;2016;México: Complejo turístico de Cirque du Soleil y Grupo Vidanta tendría impactos negativos a la forma de vida, el medio ambiente y la tenencia de la tierra de locales;Environment: General | Education | Impact assessment | Right to food | Land rights;Yes;https://www.business-humanrights.org/es/respuesta-de-grupo-vidanta;https://www.business-humanrights.org/en/grupo-vidanta
Grupo Vidanta;Construction | Golf courses | Hotel | Tourism;Mexico;Mexico;21;Jun;2016;Mexico: Cirque du Soleil & Grupo Vidanta tourist complex will have negative impacts on livelihoods, environment & land tenure, according to locals;Environment: General | Right to food | Land rights;Yes;https://www.business-humanrights.org/en/grupo-vidanta-response;https://www.business-humanrights.org/en/grupo-vidanta
Guangdong Dapeng LNG;Oil, gas & coal;China;China;10;Mar;2014;Safety concerns with Dapeng LNG natural gas pipeline, running underground in downtown Shenzhen (2014);;Yes;https://www.business-humanrights.org/en/response-by-guangdong-dapeng-lng-safety-concerns-with-dapeng-lng-natural-gas-pipeline-running-underground-in-downtown-shenzhen;https://www.business-humanrights.org/en/guangdong-dapeng-lng
Guangdong Dapeng LNG;Oil, gas & coal;China;China;10;Mar;2014;中国：广东大鹏高压天然气管经过深圳闹市被指存在安全风险;Health: General (including workplace health & safety);Yes;https://www.business-humanrights.org/zh-hans/广东大鹏回应高压天然气管被指存在安全风险;https://www.business-humanrights.org/en/guangdong-dapeng-lng
Guangdong Dapeng LNG;Oil, gas & coal;China;;10;Mar;2014;中國：廣東大鵬高壓天然氣管經過深圳鬧市被指存在安全風險;;Yes;https://www.business-humanrights.org/zh-hant/廣東大鵬回應高壓天然氣管被指存在安全風險;https://www.business-humanrights.org/en/guangdong-dapeng-lng
Guangdong Electric Power Development (part of Guangdong Yudean Group);Energy;China;China;14;Jun;2006;China: Case study on shootings of protesters who opposed power plant construction at Dongzhou village, Shanwei, Dec 2005 (scroll to p. 4);Beatings & violence | Deaths | Displacement | Injuries | Killings | Security issues & conflict zones: General | Protests;No;https://www.business-humanrights.org/en/guangdong-electric-power-development-part-of-guangdong-yudean-group-did-not-respond-to-shooting-of-protesters-who-opposed-power-plant-construction-at-dongzhou-village-shanwei;https://www.business-humanrights.org/en/guangdong-electric-power-development-part-of-guangdong-yudean-group
Guangdong Red Bay Generation (joint venture Guangzhou Development Industry Holdings, Guangdong Yudean Group, Guangdong Electric Power Development);Energy;China;China;14;Jun;2006;China: Case study on shootings of protesters who opposed power plant construction at Dongzhou village, Shanwei, Dec 2005 (scroll to p. 4);Beatings & violence | Deaths | Displacement | Injuries | Killings | Security issues & conflict zones: General | Protests;No;https://www.business-humanrights.org/en/guangdong-red-bay-generation-joint-venture-guangzhou-development-industry-holdings-guangdong-yudean-group-guangdong-electric-power-development-did-not-respond-to-shooting-of;https://www.business-humanrights.org/en/guangdong-red-bay-generation-joint-venture-guangzhou-development-industry-holdings-guangdong-yudean-group-guangdong-electric-power-development
Guangdong Yudean Group;Energy;China;China;04;Sep;2012;China: Nearly 200 children living near Guangdong Yudean power plant found to have excessive lead levels in blood;Environment: General | Children (issues other than child labour) | Health: General (including workplace health & safety);Yes;https://www.business-humanrights.org/en/response-to-business-human-rights-resource-centre-on-news-report-“residents-near-lianzhou-power-plant-found-with-excessive-levels-of-blood-lead”;https://www.business-humanrights.org/en/guangdong-yudean-group
Guangdong Yudean Group;Energy;China;China;13;Jun;2006;China: Case study on shootings of protesters who opposed power plant construction at Dongzhou village, Shanwei, Dec 2005 (scroll to p. 4);Beatings & violence | Deaths | Displacement | Injuries | Killings | Security issues & conflict zones: General | Protests;Yes;https://www.business-humanrights.org/en/response-by-guangdong-yudean-group-shooting-of-protesters-who-opposed-power-plant-construction-at-dongzhou-village-shanwei;https://www.business-humanrights.org/en/guangdong-yudean-group
Guangzhou Development Industry Holdings;Energy;China;China;14;Jun;2006;China: Case study on shootings of protesters who opposed power plant construction at Dongzhou village, Shanwei, Dec 2005 (scroll to p. 4);Beatings & violence | Deaths | Displacement | Injuries | Killings | Security issues & conflict zones: General | Protests;No;https://www.business-humanrights.org/en/guangzhou-development-industry-holdings-did-not-respond-to-shooting-of-protesters-who-opposed-power-plant-construction-at-dongzhou-village-shanwei;https://www.business-humanrights.org/en/guangzhou-development-industry-holdings
Gucci (part of Kering);Clothing & textile | Footwear | Diversified/Conglomerates | Perfume | Luggage, backpacks & bags;;Hungary;03;Jan;2018;"Ukraine, Serbia & Hungary: Report by Clean Clothes Campaign details poverty wages & poor working conditions in garment factories producing for global brands; incl. co responses";Labour: General;Yes;https://www.business-humanrights.org/en/response-by-gucci;https://www.business-humanrights.org/en/gucci-part-of-kering
Guidewire Software;Technology, telecom & electronics;USA;;04;Feb;2014;Know the Chain – See which companies do and do not have statements under the California Transparency in Supply Chains Act (2014);;Yes;https://www.business-humanrights.org/en/response-by-guidewire-software-efforts-to-encourage-companies-to-adopt-a-sb-657-statement-disclosing-the-efforts-they-are-making-to-eradicate-human-trafficking-and-slavery-from;https://www.business-humanrights.org/en/guidewire-software
Guldbolaget;Diamond;Sweden;Congo - Democratic Republic of;08;Feb;2017;Dem. Rep. of Congo: Swedwatch calls for urgent revision of Kimberley Process to address widespread child labour in diamond supply chains;Labour: General;No;https://www.business-humanrights.org/en/guldbolaget-declined-to-respond;https://www.business-humanrights.org/en/guldbolaget
Gulf Air;Aircraft/Airline;Bahrain;Bahrain;08;Oct;2011;Bahrain: Over 2,000 workers may have been fired as punishment for participating in pro-democracy protests says Human Rights Watch;Political opinion discrimination | Labour: General | Protests;No;https://www.business-humanrights.org/en/gulf-air-did-not-respond-to-over-2000-workers-allegedly-fired-as-punishment-for-participating-in-pro-democracy-protests-says-to-human-rights-watch;https://www.business-humanrights.org/en/gulf-air
Gulf Oil;;;USA;15;Jan;2018;"""Smoke & Fumes"" study alleges that major oil companies misled public about negative impacts of climate change despite knowledge of risks";Climate change;No;https://www.business-humanrights.org/en/gulf-oil-did-not-respond;https://www.business-humanrights.org/en/gulf-oil
H&M;Clothing & textile;Sweden;Asia & Pacific: General | India;26;Jun;2018;H&M, Walmart & Gap Inc. face allegations of gender based violence in their Asian supply chains;Denial of freedom of association (see Labour: General) | Beatings & violence | Sexual harassment | Gender discrimination | Labour: General;Yes;https://www.business-humanrights.org/en/hms-response-re-gender-based-violence;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Asia & Pacific: General;13;Jun;2018;Clean Clothes Campaign & Intl. Labor Rights Forum campaign urges H&M to meet its living wage commitment;Living wage;Yes;https://www.business-humanrights.org/en/hm-final-comment;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Asia & Pacific: General;02;May;2018;Clean Clothes Campaign & Intl. Labor Rights Forum campaign urges H&M to meet its living wage commitment;Living wage;Yes;https://www.business-humanrights.org/en/hm-response-to-clean-clothes-campaign-letter-18-mar-2018;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;India;19;Feb;2018;"India: Report finds female migrant workers are subjected to conditions of modern slavery in factories supplying to garment brands; incl. co responses";Labour: General;Yes;https://www.business-humanrights.org/en/response-by-hm-1;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Serbia;19;Dec;2017;"Ukraine, Serbia & Hungary: Report by Clean Clothes Campaign details poverty wages & poor working conditions in garment factories producing for global brands; incl. co responses";Labour: General;Yes;https://www.business-humanrights.org/en/response-by-hm-0;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Bangladesh;07;Feb;2017;Bangladesh: Rights' groups urge brands to take action to free detained workers, companies respond ;"Arbitrary detention | Labour: General | Living wage | Protests | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/en/hm-response-5;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;China;08;Aug;2016;China: SACOM report finds workers at suppliers for Zara, H&M & Gap allegedly abused, calls on companies to improve working hours, wages & right to organise;Health: General (including workplace health & safety) | Labour: General;Yes;https://www.business-humanrights.org/en/hm-reponse-on-sacom-report;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Bangladesh | India | Sri Lanka;15;Feb;2016;Report alleges M&S & H&M of paying Asian workers less than living wage, brands respond;"Health: General (including workplace health & safety) | Labour: General | Living wage | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/en/hm-response-4;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;India;04;Feb;2016; India: Global brands not doing enough to ensure a dignified life for workers in the garment and electronics industry, reports a study;Health: General (including workplace health & safety) | Labour: General | Living wage;Yes;https://www.business-humanrights.org/en/hm-response-3;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Bangladesh;04;Feb;2016;Bangladesh: Another major factory fire shows “industry safeguards” are failing;Health: General (including workplace health & safety);Yes;https://www.business-humanrights.org/en/hms-response;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Turkey;22;Jan;2016;Responses by garment brands to our questionnaire on the treatment of Syrian refugees in Turkish supplier factories;"Migrant & immigrant workers | Labour: General | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/en/response-by-hm;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Bangladesh;14;Oct;2015;Bangladesh: H&M accused of failing to honour its commitments to make fire & building safety repairs;Health: General (including workplace health & safety);Yes;https://www.business-humanrights.org/en/hm-response-2;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Cambodia;05;Oct;2015;"Cambodia: H&M suppliers linked to illegal use of short-term fixed-duration contracts; H&M responds";Labour: General;Yes;https://www.business-humanrights.org/en/hm-response-1;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Myanmar;08;Jul;2015;"Myanmar govt. proposes daily minimum wage of 3,600 kyats; factories call for lower pay, unions & workers protest - includes statements by intl. brands";"Labour: General | Child labour | Living wage | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/en/hm-response-on-minimum-wage-in-myanmar;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Cambodia;01;Jun;2015;Cambodia: NGO fact finding mission documents exploitative working conditions at garment factories supplying intl. brands;Labour: General;Yes;https://www.business-humanrights.org/en/cambodia-hm-response-to-human-rights-now-report;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Cambodia;22;Sep;2014;"Cambodge : Peuples Solidaires appelle H&M à verser un salaire décent aux ouvriers de l’industrie textile ; comprend une réponse de l’entreprise";Poverty/Development/Economic & social rights: General | Health: General (including workplace health & safety) | Living wage | Protests;Yes;https://www.business-humanrights.org/fr/réponse-dhm;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Bangladesh;05;Jul;2013;Rana Plaza building collapse, April 2013;;Yes;https://www.business-humanrights.org/en/response-by-hm-rana-plaza-garment-factory-collapse-in-bangladesh-over-1100-dead;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Cambodia;11;Apr;2013;Clean Clothes Campaign calls on H&M to commit to providing a living wage to workers in Cambodia;Living wage;Yes;https://www.business-humanrights.org/en/hm-statement;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Cambodia;19;Mar;2013;Striking garment factory workers in Cambodia;"Living wage | Protests | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/en/response-by-hm-garment-workers-protesting-unpaid-wages-after-owners-closed-factory-demand-action-from-hm-and-walmart-which-workers-say-bought-from-the-factory;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Uzbekistan;12;Feb;2013;Cotton Campaign calls for stronger commitment from H&M to rid supply chain of Uzbek child & forced labour;Forced labour & modern slavery;Yes;https://www.business-humanrights.org/en/response-by-hm-cotton-campaign-calls-for-stronger-commitment-from-hm-to-rid-supply-chain-of-uzbek-child-forced-labour-company-responds;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Cambodia;18;Dec;2012;Campaign calls on retailers to publicly support living wage for Cambodian garment workers;Living wage;Yes;https://www.business-humanrights.org/en/hm-response;https://www.business-humanrights.org/en/hm
H&M;Clothing & textile;Sweden;Bangladesh;22;Oct;2012;H&M CEO asks Bangladesh Govt. to raise minimum wage: Intl. Labour Rights Forum says pressure better placed on producers;"Health: General (including workplace health & safety) | Labour: General | Living wage | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/en/hm-response-to-“hypocrisy-minimum-wage”-bangladesh;https://www.business-humanrights.org/en/hm
Habib Rafiq;Energy;Pakistan;Pakistan;04;Jul;2010;Pakistan: Judicial inquiry reports serious abuses by property developers Bahria Town, Defence Housing Authority, Habib Rafique - alleges killings, forced evictions;Beatings & violence | Killings | Access to information | Housing | Land rights;No;https://www.business-humanrights.org/en/habib-rafiq-did-not-respond-to-judicial-inquiry-reports-serious-abuses-by-property-developers-bahria-town-defence-housing-authority-habib-rafique-alleges-forced-evictions-killings;https://www.business-humanrights.org/en/habib-rafiq
Hackett;Clothing & textile;United Kingdom;Bahrain;18;Apr;2012;Protests over the Bahrain Grand Prix 2012;Denial of freedom of expression;No;https://www.business-humanrights.org/en/hackett-did-not-respond-to-concerns-raised-by-ngos-about-formula-one-and-its-teams-going-ahead-with-the-bahrain-grand-prix-given-the-human-rights-situation-in-the-country;https://www.business-humanrights.org/en/hackett
Hacking Team;Technology, telecom & electronics;Italy;Syria;11;Jan;2011;Human Rights First & OWNI Digital articles on surveillance technology & oppressive regimes;Complicity | Privacy;No;https://www.business-humanrights.org/en/hacking-team-did-not-respond-to-report-alleges-companies-selling-of-surveillance-equipment-to-repressive-govts-click-here;https://www.business-humanrights.org/en/hacking-team
Handelsbanken;Finance & banking;Sweden;Sweden;22;Dec;2017;"Sweden: Lack of investment in climate solutions by fund management co's puts Paris agreement at risk, finds report; incl. co responses";Climate change;Yes;https://www.business-humanrights.org/en/response-by-handelsbanken;https://www.business-humanrights.org/en/handelsbanken
Handy;Cleaning & maintenance;USA;USA;02;Apr;2018;"USA: Legislation supported by Handy to classify gig workers as independent contractors could undermine workers' rights; company responds";Labour: General;Yes;https://www.business-humanrights.org/en/handy-response;https://www.business-humanrights.org/en/handy
Hanesbrands;Clothing & textile;USA;Jordan;16;Sep;2008;Jordan: Human trafficking & wide range of abuses at Mediterranean Resources, according to National Labor Committee - supplies Hanesbrands, Wal-Mart;Beatings & violence | Denial of freedom of movement | Intimidation & threats | Women | Labour: General | Export processing zones | Forced labour & modern slavery | Living wage | Protests | Human trafficking;Yes;https://www.business-humanrights.org/en/response-by-hanesbrands-human-trafficking-wide-range-of-abuses-at-mediterranean-resources-according-to-us-based-national-labor-committee-–-supplies-hanesbrands-wal-mart;https://www.business-humanrights.org/en/hanesbrands
Hansoll Textile;Clothing & textile;South Korea;Philippines;17;Nov;2016;"Philippines: Faremo Intl. factory closure leaves over 1,000 jobless; union suspects shutdown was meant to suppress organizing";Denial of freedom of association (see Labour: General);Yes;https://www.business-humanrights.org/en/hansoll-textile-response;https://www.business-humanrights.org/en/hansoll-textile
Hantai Shoes;Footwear;China;China;15;Jun;2008;China Labor Watch report alleges abuses at Hantai Shoe, supplier to Wal-Mart;"Labour: General | Supply chain/""Fair trade""";No;https://www.business-humanrights.org/en/hantai-shoes-did-not-respond-to-china-labor-watch-report-alleges-abuses-at-hantai-shoe-supplier-to-wal-mart;https://www.business-humanrights.org/en/hantai-shoes
Hanwha;;;South Korea;23;Jan;2018;BankTrack paper explores responsibilities of banks allegedly contributing to human rights violations through finance;Security issues & conflict zones: General;No;https://www.business-humanrights.org/en/hanwha-did-not-respond-re-cluster-munitions-case;https://www.business-humanrights.org/en/hanwha
Happe-Group;Building materials & equipment;Germany;India;01;Jul;2015;Indien: Arbeitsbedingungen in Steinbrüchen - Fortschritte im Kampf gegen Kinderarbeit trotz anhaltender Herausforderungen;"Labour: General | Child labour | Forced labour & modern slavery | Supply chain/""Fair trade""";Yes;https://www.business-humanrights.org/de/antwort-happe-gruppe;https://www.business-humanrights.org/en/happe-group
Harbin Power Engineering (HPE) (part of Harbin Power Equipment);Energy;China;Sudan;07;Jan;2007;UN Special Rapporteur on adequate housing statement re Merowe dam, Sudan, 27 Aug 2007 - and company responses;Displacement | Housing;No;https://www.business-humanrights.org/en/harbin-power-engineering-hpe-part-of-harbin-power-equipment-did-not-respond-to-un-special-rapporteur-on-adequate-housing-concerned-about-forced-evictions-other-abuses-related-to;https://www.business-humanrights.org/en/harbin-power-engineering-hpe-part-of-harbin-power-equipment
Harry Winston (part of Swatch);Jewellery | Watch & clock;USA;Central African Republic | Ghana | Tanzania | Philippines;15;Feb;2018;"Report by Human Rights Watch alleges labour rights abuses & child labour in gold & diamond supply chains of global jewellery brands; incl. co responses";Labour: General;No;https://www.business-humanrights.org/en/harry-winston-did-not-respond;https://www.business-humanrights.org/en/harry-winston-part-of-swatch
Hasbro;Toy;USA;China;22;Jan;2016;China: Concerns regarding working conditions at Dongguan Zhenyang Toy factory;Labour: General;Yes;https://www.business-humanrights.org/en/hasbro-response-to-iglhr-report-on-dongguan-zhenyang-toy-factory;https://www.business-humanrights.org/en/hasbro
Hasbro;Toy;USA;China;08;Jun;2008;"National Labor Committee report ""Nightmare on Sesame Street"" & company responses";Labour: General;Yes;https://www.business-humanrights.org/en/response-by-hasbro-national-labor-committee-alleges-abuses-at-hoida-factory-in-shenzhen-china-producing-ernie-toys;https://www.business-humanrights.org/en/hasbro
HD Electronics Reynosa (part of Fine Altech);Manufacturing: General | Technology, telecom & electronics;Mexico;Mexico;16;Jul;2015;Woman who lost both hands working at Mexican factory supplying LG Electronics receives just $14,400 in compensation - company responds;Injuries | Women | Health: General (including workplace health & safety) | Labour: General | Complaints mechanism;No;https://www.business-humanrights.org/en/hd-electronics-reynosa-did-not-respond;https://www.business-humanrights.org/en/hd-electronics-reynosa-part-of-fine-altech
Heckler & Koch ;Arms/Weapons;Germany;Mexico | Germany;02;Jan;2015;Mexico: German gunmaker Heckler & Koch allegedly supplied guns to conflict regions in Mexico used by police to kill protestors;Killings | Export regulations/Export credit agencies | Security issues & conflict zones: General | Protests;Yes;https://www.business-humanrights.org/en/heckler-kochs-response;https://www.business-humanrights.org/en/heckler-koch
Heckler & Koch ;Arms/Weapons;Germany;Mexico | Germany;02;Jan;2015;Prozess gegen ehemalige Mitarbeiter von Heckler & Koch wegen illegaler Waffenexporte nach Mexiko beginnt;"""Disappearances"" | Killings | Export regulations/Export credit agencies | Security issues & conflict zones: General | Conflict prevention & resolution";Yes;https://www.business-humanrights.org/de/antwort-von-heckler-koch;https://www.business-humanrights.org/en/heckler-koch
HeidelbergCement;Cement;Germany;Morocco / Western Sahara;16;Apr;2018;NGO: HeidelberCement's operations in Western Sahara may be linked to IHL violations;Security issues & conflict zones: General;No;https://www.business-humanrights.org/en/heidelbergcement-did-not-respond;https://www.business-humanrights.org/en/heidelbergcement
